Progress,Duration__in_seconds_,Q3,Q4,Q7,Q8,Q6,Q486,Q487,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q196,Q197,Q198,Q200,Q201,Q202,Q203,Q204,Q206,Q207,Q208,Q209,Q210,Q211,Q213,Q214,Q215,Q216,Q217,Q218,Q146,Q147,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q159,Q160,Q161,Q163,Q164,Q165,Q166,Q167,Q169,Q170,Q171,Q172,Q173,Q174,Q176,Q177,Q178,Q179,Q180,Q181,Q220,Q221,Q222,Q223,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q233,Q234,Q235,Q237,Q238,Q239,Q240,Q241,Q243,Q244,Q245,Q246,Q247,Q248,Q250,Q251,Q252,Q253,Q254,Q255,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q24,Q25,Q26,Q28,Q29,Q30,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q45,Q56,Q485,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,highest_experience,Q484_1,Q484_2,Q484_3,Q484_4,Q484_5,Q484_6,stigma_total,Q484_7,Q484_8,Q488,Q489,Q490,Q491,random_profile
100,351,1,1,2,1,20,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,9,8,8,9,8,7,8,8,8,8,8,9,7,7,8,7,8,8,9,9,7,8,8,9,8,3,2,19,3,2, ,1,1, ,1, , , , , , , ,1, , ,3,3,3,3,3,3, ,3,2,hard to start the topic,Understand more about them,Need more patience and time to establish a firm relationship,They would be more loyal(?),4
100,350,1,1,2,1,20,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,6,6,6,10,9,6,8,9,6,6,8,8,8,6,8,8,7,7,8,8,8,8,8,8,3,4,18,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1, , ,1, ,1, , ,1, , ,4,4,4,4,4,4, ,1,1,Interaction,They would be more innocent,No challenges,"Loving, genuine companion",2
100,325,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,7,6,7,9,9,7,9,9,7,7,8,7,7,7,9,9,7,7,9,7,9,9,7,9,3,3,20,4,3, ,2,1, ,1, , , , , , , , , , ,3,3,2,3,3,2, ,2,2,communication and intimacy,they have a different way of thinking,communication and intimacy,good at things like finance etc,4
100,244,1,1,2,4,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,8,9,7,7,7,7,7,7,6,10,10,8,7,7,7,9,9,7,9,9,7,8,1,1,18,2,2, ,1,1, , ,1, , , , ,1, , , , ,4,4,4,4,4,4, ,1,1, , , , ,4
100,385,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,9,7,8,9,8,8,9,8,7,7,7,8,8,7,9,9,8,9,9,7,10,9,7,9,2,2,18,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1,1,1, , ,4,4,3,4,4,4, ,1,1,Socialising and reading social cues,Different thought processes,Expression of feelings and communication,Different thought patterns,3
100,338,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,8,8,9,9,7,9,9,7,7,8,7,7,7,9,9,7,8,9,7,10,10,7,8,2,2,19,3,2, ,1,1, ,1, , ,1, , ,1, ,1, , ,4,4,4,4,4,3, ,1,1, ,They would generally be more open to socialise and be communicative,I would not be able to fully understand their life experiences, ,4
100,368,1,1,2,1,19,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,9,7,7,9,9,7,7,9,7,7,7,9,8,6,10,9,6,6,9,7,9,9,7,8,2,1,18,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , ,3,4,3,4,2,2, ,1,1,They might find it hard to use the bigger picture and it is hard to develop a romantic relationship,They have their special charms and abilities,They see the world differently which sometimes is a problem,Normal people maybe will have more normal life,3
100,345,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,9,7,7,9,9,9,8,9,9,9,7,9,9,6,7,7,7,7,9,7,8,8,8,8,1,1,18,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, , , , , , , , , ,3,2,3,4,4,3, ,1,1,Understanding,Straight to the point ?,Understanding,Money?,3
100,373,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,10,7,10,9,6,7,6,9,6,9,7,6,8,6,9,9,6,6,10,6,10,10,6,10,4,4,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , ,1, , ,1, , , , ,4,4,3,4,3,3, ,2,2,Communication,Honesty,Again communication would be hard,Honest and trustworthy,3
100,337,1,1,2,1,18,3,4,9,9,8,7,9,7,9,8,7,8,7,7,8,8,8,7,9,9,8,7,8,7,8,9,7,9,4,2,20,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , ,4,4,3,4,3,2, ,2,2,communicating with them,not sure,"communication, may not be able to pay attention",not sure,1
100,413,1,1,2,1,18,1,4,10,10,7,7,9,9,9,7,9,9,7,7,9,7,7,8,9,9,7,7,9,8,9,10,6,9,3,2,20,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,1, , , , , , , ,1, ,4,4,3,4,4,3, ,1,1,"Any specific routines they may have, or particular conversation barriers",Their attention to detail and kindness, , ,1
100,399,1,1,2,1,19,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,9,7,7,7,8,7,7,7,8,9,9,7,7,8,9,9,7,8,9,7,8,2,2,18,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , , , , ,1, , ,4,3,4,4,3,2, ,1,2,harder to communicate,"might be especially talented in smth, making me proud",more communication issues,n/a,3
100,414,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,7,7,9,8,8,9,7,7,6,6,8,9,9,9,10,7,7,10,6,10,9,7,10,1,1,18,2,1, ,1,1, , ,1, ,1, , ,1,1, , , ,4,4,4,4,4,3, ,2,1,The initial getting to know each other phase where flirtation tends to stereotypically play a big part. But once over that hurdle it could potentially still be easier to miscommunicate than with a non-autistic companion,More genuine,Judgement from others,Same as benefits of marrying anyone?,4
100,391,1,1,2,1,19,1,4,9,9,7,7,7,9,9,7,9,9,7,7,9,7,7,7,9,9,7,7,7,7,9,9,7,9,4,4,19,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , ,1, , , , , , , ,4,4,4,4,4,3, ,1,1,may be hard to understand sometimes,they’d be more truthful,could be difficult getting through emotional challenges,they’d be interesting,1
100,385,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,9,8,8,7,7,8,7,9,8,9,6,10,10,8,7,8,8,7,9,7,9,8,8,9,1,1,18,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , , , , , , ,4,3,3,3,4,3, ,3,2,Communication,None,Communication,None,3
100,389,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,6,8,8,7,7,9,7,7,6,7,9,8,7,6,8,8,9,7,8,8,8,9,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , ,1, , ,4,4,4,4,4,3, ,1,1, , , , ,3
100,407,1,1,2,4,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,9,9,7,9,9,7,7,7,7,9,7,7,9,9,9,7,7,9,9,9,7,7,7,9,9,2,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , , , , , , ,4,4,4,4,4,3, ,1,1,Difficult to relate to them,Considerate of your feelings,Societal pressures and judgements,Commitment,3
100,354,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,9,8,9,7,6,9,6,6,9,8,9,8,8,6,9,9,7,7,9,7,9,9,8,9,2,1,18,1,1, ,1,1, ,1, , , , , , , , , , ,4,4,4,4,4,4, ,1,1,"struggle with social skills, reading emotions","they might remember lots about you, take a large interest in ur life",them not being able to read ur emotions might be frustrating,theyd be very caring,4
100,387,1,1,2,1,18,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,7,8,8,9,9,6,10,8,7,7,7,7,9,6,9,9,7,7,9,7,9,9,7,9,4,5,20,4,4, ,1,1, ,1, , , , , , , , , , ,4,4,4,4,4,3, ,1,1,Social,More genuine,Starting a family,More innocent,4
100,445,1,1,2,4,18,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,7,7,7,9,9,7,9,9,7,7,9,8,7,7,10,9,7,6,10,7,7,9,7,9,3,3,20,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, ,1, , ,1, , , , ,4,4,4,4,4,3, ,2,1,picking up on social cues; acting like a significant other by being attentive to the other’s needs,high intelligence and attention to detail,when introducing them to family/friends/ going to social gatherings together,high moral integrity,2
100,438,1,1,2,4,19,1,4,9,9,6,7,7,9,8,7,7,9,7,7,6,10,10,7,9,9,6,6,9,7,9,9,7,9,2,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , ,1, ,1, , ,4,4,4,4,4,3, ,1,1,harder to communicate emotions,pay attention to detail so would remember things about you like birthdays etc and things you like,difficulty in relating to family,would be committed,1
100,443,1,1,2,1,18,1,4,10,10,7,6,6,10,9,7,9,9,8,7,9,7,7,8,9,9,6,8,9,6,10,10,6,10,4,4,20,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1, ,1, ,1, ,1, , , ,4,4,4,4,4,3, ,1,1,Challenging behaviour sometimes,"Alternative ways of looking at things, different to me",Challenging behaviour, ,1
100,387,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,9,9,7,9,9,7,7,9,7,7,7,9,9,7,7,9,7,9,9,7,9,2,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , ,1, , , , ,4,4,4,4,4,2, ,3,2,Struggle with some social situations,"Very honest, clear interests",I guess less likely? Statistically rare and find social stuff hard (depending on how highly functioning),Honest,2
100,457,1,1,2,1,19,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,9,9,9,7,7,9,7,7,7,9,7,9,9,8,8,9,8,8,9,7,8,8,8,8,2,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, ,1,1, , , , , , ,1, , ,3,3,3,3,2,3, ,1,1,Social interactions might be difficult. Their ability to empathise and understand how I feel might be hard as well and they might not understand why I might get upset with them,They might be quite honest with me and genuinely kind,They might not be good at sharing things and it might be difficult for me to be around them so much of the time given that they might not understand how I feel sometimes,I think they would be honest and they would not hide anything from me,3
100,430,1,1,2,1,19,1,4,9,9,9,7,10,8,7,8,7,7,7,6,6,8,9,7,9,9,8,8,7,7,8,9,8,9,1,2,19,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1,1, ,1, ,4,3,4,3,3,3, ,3,2,Communication,Genuine feeling and connection -,"Family disappointment, communication",Possible happiness,1
100,396,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,8,9,7,7,8,8,7,7,8,6,9,10,7,9,9,7,7,10,7,9,9,7,10,2,1,18,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , , ,1,1, , ,4,4,4,4,4,3, ,1,1,Communicating,Their passion for things they find interesting,They might depend on you more than someone who wasn’t autistic,"If marrying them, you would have perhaps already been in a relationship for quite a while, and marrying them so being with them forever allows you to both understand how you both communicate better",3
100,405,1,1,2,1,20,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6,10,8,10,6,8,10,6,8,8,8,6,10,9,6,9,9,7,6,9,8,9,9,6,10,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, , ,1, , , , ,4,3,3,3,2,2, ,3,3,Communication,Temperament,Having to stick to a routine,Having an honest opinion,2
100,377,1,1,2,4,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,9,8,9,8,7,8,7,7,8,7,7,9,10,7,9,8,9,7,9,7,9,8,7,8,1,1,18,1,1,"hes only 5'10, All men i date have to be above 6ft .
His haircut is not very attractive,", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, ,1, , , , , ,1, ,3,4,4,4,1,1, ,4,4,"Picking up on emotional cues and flirting,","they would do my homework, less drama",my kids would be autistic,they would clean the house,2
100,517,1,1,2,1,19,1,4,8,9,8,9,7,9,9,9,9,10,6,6,9,7,7,7,9,9,7,8,8,9,8,9,7,9,3,4,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, ,1,1, ,1, , ,1, , , , ,4,4,4,4,4,3, ,2,2,I had one ask me out once the time was all wrong but he was sweet,They are honest,Organisation and being careful not to offend them,A deeper emotional connection and understanding,1
100,375,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,7,7,9,8,7,9,9,7,7,7,9,9,7,8,8,7,7,7,7,9,9,7,9,2,2,19,4,2, ,3,1, ,1, , , , , , , , , , ,4,4,4,4,3,3, ,1,1,Frustration,Truthful,Social situations,Truthful,4
100,443,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,9,8,8,7,9,8,7,7,8,8,7,8,7,7,6,9,9,7,7,9,7,10,9,8,9,3,3,19,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, ,1, , ,1,1, , , ,4,3,4,4,4,3, ,1,1,Not being able to comprehend a problem that’s affecting them or how to solve it, , , ,2
100,491,1,1,2,1, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,8,9,9,8,9,9,7,7,9,7,7,7,8,8,8,7,9,7,9,9,7,9,3,4,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, , , , ,1, , ,3,4,3,4,4,3, ,2,1, ,Honestly,Empathy?,Truthful,2
100,333,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,9,8,8,8,9,9,8,8,9,7,7,6,9,9,7,9,9,7,8,9,7,9,9,7,9,2,3,19,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , , , , , , ,4,3,3,3,3,3, ,3,2,Depends,Depends,Depends,Depends,2
100,518,1,1,2,1,18,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,8,7,8,9,8,8,7,9,7,7,7,8,8,6,8,8,7,7,7,7,9,9,7,9,3,2,18,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , ,1,1,1, , ,3,3,3,4,3,3, ,1,1,communication,listener,understanding family relation,better observation skills,3
100,487,1,1,2,4, ,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,8,8,9,8,8,9,7,7,8,8,6,8,7,8,9,8,7,9,7,9,7,9,7,7,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , ,1, , ,1, , , , ,4,4,4,4,4,4, ,2,2,miscommunication,new perspective,none,none,3
100,425,1,1,2,4,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,6,8,9,7,9,8,6,6,7,8,7,6,9,10,6,6,9,6,8,8,6,9,2,1,19,3,1,I'm autistic too. I'm not attracted to this guy but he seems chill for being friends with.,1,1, ,1,1,1,1, , , , ,1, , ,4,4,4,4,4,4, ,1,1,Sensory processing difficulties during sex.,"Honest, would not have to explain my autism to them",Can't think of any,Can't think of any,4
100,529,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,9,9,8,7,9,7,7,8,8,7,9,9,8,7,7,8,9,9,8,8,9,8,7,1,2,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1,1, , , ,1,1, , , , ,4,3,3,4,4,3, ,1,1,Hard to communicate,Different outlook,Adapting to a different way of living,Bad question,3
100,594,1,1,2,1,19,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,6,6,9,10,10,6,10,10,6,6,9,6,6,6,9,9,6,6,8,6,9,10,7,9,4,4,21,5,2,"I wouldn’t give him my phone number as he’s a stranger now. But after a date, maybe i would.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , ,1, , , ,1, , ,4,4,4,4,4,4, ,2,2,"The society, family and friends may not be supportive.",It would reduce stigma and one would understand that its normal. Moreover the autistic person wouldn’t feel low on self confidence and esteem,Same- the society family and friends may not understand,No additional benefits. Its normal.,2
100,520,1,1,2,4,19,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,9,7,6,8,7,7,8,8,7,8,8,8,8,6,8,8,7,9,9,7,9,8,7,9,3,2,19,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , ,1, , , , , , ,4,3,3,4,3,3, ,2,2,Romantic interaction,Unsure,Communication,Unsure,3
100,519,1,1,2,1,19,1,4,9,10,6,6,8,10,10,6,9,10,6,6,7,8,8,6,10,10,6,8,10,6,10,10,6,10,4,2,19,4,1,If he was taller and his photo didn’t look like a prison mug shot would deffo wife, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , ,1,1, ,1, , ,1, , , , ,4,3,2,4,3,3, ,1,1,"disagreements over details a non-autistic probably wouldn’t consider, but that mean a lot to someone with autism",Possibly more able to depend / rely on them for their attention and promises,"Children and married life bound to be unpredictable at times which might put strain on relationship, particularly with an autistic spouse",I’m not sure,1
100,518,1,1,2,4,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,8,9,9,7,7,9,9,7,7,7,9,9,8,9,9,7,7,10,6,9,10,7,10,2,2,19,4,4, ,1,1, ,1,1, ,1, ,1,1,1,1, , ,4,4,4,4,4,4, ,2,1,Explaining certain social interactions and situations,A focus on the relationship and their passion for any special interests they may have,The same as dating,The same as dating,4
100,575,1,1,2,1,18,3,4,7,9,9,9,10,8,9,9,6,7,9,9,6,10,10,6,9,9,6,7,9,7,9,7,9,9,1,1,18,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , , ,1, ,1, ,4,4,4,4,3,3, ,3,3,Having to adjust and understand they’re communication and or social impairments,I believe they would be very affectionate,"They may not be able to have a job, and so I would potentially have to provide for the fmaily",Unsure,1
100,562,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,9,8,7,9,8,7,7,7,7,9,7,9,9,7,7,9,7,8,9,7,9,2,2,19,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,1, ,1, , , , , , , ,4,4,2,3,4,4, ,2,2,May not understand my sense of humour i.e. sarcasm,"They might be really passionate about something they’re interested in, more so than a non-autistic person interested in the same thing",May be stuck in a routine/lack of spontaneity,Might be more honest than a non-autistic person,2
100,588,1,1,2,1,18,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,8,7,7,8,8,8,8,8,7,7,8,8,8,6,10,10,6,6,10,6,9,9,6,9,3,3,19,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , ,1, , ,1, , , , ,3,4,4,4,4,4, ,2,1,Not understanding everything they’re going through and having to learn more about the condition and put more of an effort to make it work,I would learn more about the condition,Needing to learn what they need,Learning more about the condition,2
100,602,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,8,8,9,7,9,9,7,7,7,8,8,7,9,9,7,8,8,8,9,9,8,8,2,2,18,3,4,Only give phone number for friend relationship,3,1, ,1,1, ,1, , , , ,1, , ,3,3,3,3,3,1, ,2,3,Communication and emotional connection,Often honest,"Similar to before, communication may be harder",Not sure,4
100,623,1,1,2,4,18,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,7,6,8,9,9,6,9,9,6,6,9,6,6,6,9,9,6,7,10,6,9,9,6,9,4,4,21,4,4, ,1,1, ,1, , , , , , , , , , ,3,3,3,4,2,3, ,3,3,"Maybe some differences in social interactions, but nothing too major","Good conversations, valuable time well spent together, good memories",Stigma from family members that are not as ‘open’,Many benefits (as stated above),4
100,598,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,10,9,9,8,6,9,6,7,8,8,8,8,8,9,8,8,9,9,7,7,8,9,7,9,2,2,19,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , , , , , , , ,4,4,4,4,4,4, ,1,1,Not understanding social behaviour,Think differently so would be good fun,Interacting with others,Alternative thinking to solve problems,3
100,476,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,7,7,6,9,8,6,9,9,6,8,8,8,8,6,8,8,8,7,10,6,10,9,7,9,1,1,18,2,1, ,2,1, ,1, , , , , , , ,1, , ,3,4,4,4,3,2, ,2,2, , , , ,4
100,570,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,10,8,9,9,7,7,7,9,7,7,6,7,8,7,9,8,7,7,10,7,9,9,6,9,2,1,18,1,1, ,1,1, ,1,1, , , , , , , , , ,4,3,2,3,3,2, ,1,1,Social interaction and getting to know eachother on a deeper level,They would be honest and genuine,Learning to live in a way that suits them depending on the severity of their disorder,They would be honest and genuine,4
